n_bodies,time
2,0.035
2,0.035
2,0.035
2,0.035
2,0.035
2,0.036
2,0.035
2,0.036
2,0.035
2,0.036
6,0.122
6,0.128
6,0.123
6,0.122
6,0.122
6,0.126
6,0.123
6,0.123
6,0.122
6,0.126
1024,2337.808
1024,2335.548
1024,2323.537
1024,2340.756
1024,2392.168
1024,2398.020
1024,2327.404
1024,2372.280
1024,2407.408
1024,2335.872
4096,37346.438
4096,37050.430
4096,38557.246
4096,39178.367
4096,38311.613
4096,38974.879
4096,38004.543
4096,39393.602
4096,38411.070
4096,38937.219
16384,596772.438
65536,9146450.412
